Japanese Name,English Name,Id,Adjusted Id,Icon,Normal Quality,High Quality,Normal Quality RP,High Quality RP,Linked Inner,HQ Linked Inner,Sounds,Cast Sounds,Material Anim,Material Anim Ex,Hand Textures,HQ Hand Textures
,,100049,100049,,4a8f790feb96c7cb79a67476bba9e4f2,b9ba3520f83390d8ab89cca057fe1af0,,,,,c1211982ac1b547053ed1012be982e84,,,,,
N-シークイェーガー[Se],N-Sieg Jaeger [Se],100060,100060,4d49c30a255b95295f3b5f01f440573d,bc4c2ec0bc9b2d4899b40c6207bfa5f3,bd8c1784ca52c0fe14a1e3120333c3c7,,,,,e5daa54833296b752cf6de4554eeb8f1,,,,,
N-シークイェーガー/2[Se],N-Sieg Jaeger/2 [Se],100061,100060,418659a70629a01e8548a516590f40b4,bc4c2ec0bc9b2d4899b40c6207bfa5f3,bd8c1784ca52c0fe14a1e3120333c3c7,,,,,,,,,,
N-カースドコート[Se],N-Cursed Coat [Se],100070,100070,a0e544a7336fc0faadf7b96cb08d18e0,e5ec5f52603bdbef208ec16d04427041,2ca94901082cb8c9497f564372f63574,,,,,c1211982ac1b547053ed1012be982e84,,,,,
N-カースドコート/2[Se],N-Cursed Coat/2 [Se],100071,100070,7b12a09b37d657e592f007ab3d301881,e5ec5f52603bdbef208ec16d04427041,2ca94901082cb8c9497f564372f63574,,,,,,,,,,
N-ディレクトスラックス[Ba],N-Director Slacks [Ba],100080,100080,17ede8afa21f581b790f797d00eb0e74,38f3cddef2f8bcbc31f597df67d616d4,efb23d2cb64a462498c405cf7f6912b1,,,,,c1211982ac1b547053ed1012be982e84,,,,,
N-ディレクトスラックス/2[Ba],N-Director Slacks/2 [Ba],100081,100080,3deaf0a152d9e1bfa58ee93ddca9a77f,38f3cddef2f8bcbc31f597df67d616d4,efb23d2cb64a462498c405cf7f6912b1,,,,,,,,,,
N-ディレクトスラックス/3[Ba],N-Director Slacks/3 [Ba],100082,100080,478ac15674ea2d878f4776b0794e9712,38f3cddef2f8bcbc31f597df67d616d4,efb23d2cb64a462498c405cf7f6912b1,,,,,,,,,,
N-ディレクトスラックス/4[Ba],N-Director Slacks/4 [Ba],100083,100080,dabd0bb4eabdbbd089c1f310122130e7,38f3cddef2f8bcbc31f597df67d616d4,efb23d2cb64a462498c405cf7f6912b1,,,,,,,,,,
N-ドラグナーコート[Se],N-Dragnar Coat [Se],100090,100090,866d3e02456102842e7d99fa866aba91,d92274fb8452f8869ebe15d3b46c71ea,79b7626e74c27a33ddab293d276b4e2c,,,,,8f1c93b4f9c6073b354484ec1faf3493,,,,,
N-ドラグナーコート/2[Se],N-Dragnar Coat/2 [Se],100091,100090,277372075978068460c2454eb1f3725f,d92274fb8452f8869ebe15d3b46c71ea,79b7626e74c27a33ddab293d276b4e2c,,,,,,,,,,
N-ウルティオン[Se],N-Ultion [Se],100100,100100,7a93efd513432af367c798884ce34741,df21db11d992b1459e8f3d0b1d4c4951,830864054b8184144d39b06795e71aa5,,,,,c1211982ac1b547053ed1012be982e84,,,,,
N-ウルティオン/2[Se],N-Ultion/2 [Se],100101,100100,edd4b9cdd7e5fc6b893212ab2c9cde06,df21db11d992b1459e8f3d0b1d4c4951,830864054b8184144d39b06795e71aa5,,,,,,,,,,
N-ウルティオン/3[Se],N-Ultion/3 [Se],100102,100100,27eac77817d47f2afe1a6209c58ede46,df21db11d992b1459e8f3d0b1d4c4951,830864054b8184144d39b06795e71aa5,,,,,,,,,,
N-ウルティオン/4[Se],N-Ultion/4 [Se],100103,100100,57253dd96b76cb72351bd4cd6c458430,df21db11d992b1459e8f3d0b1d4c4951,830864054b8184144d39b06795e71aa5,,,,,,,,,,
センティルトコート[Se],Sentilt Coat [Se],100110,100110,ccc5ff218a851af26625c695436c44a2,5fd88ff44de147f1e7d113dc1a0fdd15,66fcdbf30c950896d0bc62ffb3ad7247,,,,,d708e64c4f43dfe42191e00534b77c19,,,,,
エアリオウォルダ[Ba],Aelio Wardat [Ba],100120,100120,6c3b1408dbcb2f820d7d974f07bcdb75,45bca291f21fa79ac0f076cca7eb7013,b4f662632d370e402906b46fef2d8992,,,,,42283c57187e58faa0911e911a7968d3,,,,,
エアリオウォルダ/2[Ba],Aelio Wardat/2 [Ba],100121,100120,7974da86baeed3a999582aa8b124e4ca,45bca291f21fa79ac0f076cca7eb7013,b4f662632d370e402906b46fef2d8992,,,,,,,,,,
ヴァンフォルテス[Ba],Vent Fortes [Ba],100130,100130,b96e7321610b6e017d4d3ae0bcbf9af9,4a6d7209cec59c9f98792a9accb19ca4,a9b3cd0dcfdf57e9cc1038113b3ba0e2,59fb01c314d6025c222ade20321c16cd,,,,8fcef01c40dcac33362e489813e558e6,,,,,
ヴァンフォルテス/2[Ba],Vent Fortes/2 [Ba],100131,100130,f344f0041b38d1541128ac79ec39da32,4a6d7209cec59c9f98792a9accb19ca4,a9b3cd0dcfdf57e9cc1038113b3ba0e2,59fb01c314d6025c222ade20321c16cd,,,,,,,,,
クーヴェルウィーズ[Se],Cober Vis [Se],100140,100140,4dec23284b81673c66f77300529dc7e0,20c21e8c61a2be1fe26b7b9277f49616,bb414529ee4cc20dbd647bf9b7220306,,,,,e386d0c6cd94bc6f27cf3d218d801a56,,,,,
クーヴェルウィーズ/2[Se],Cober Vis/2 [Se],100141,100140,8d021bba87e8de707f88d245fc9ac1c0,20c21e8c61a2be1fe26b7b9277f49616,bb414529ee4cc20dbd647bf9b7220306,,,,,,,,,,
ルロウセイザン[Se],Nomad Seizan [Se],100150,100150,291f7efbb56356fd694b2267c1b9e4e4,f40988f6a24dbab2a485e76ca039e327,cb0f8b6745fe7ef31f9c632a99376687,,,,,e386d0c6cd94bc6f27cf3d218d801a56,,,,,
ルロウセイザン/2[Se],Nomad Seizan/2 [Se],100151,100150,db312a2a16e96ddd92e5e49208bc5529,f40988f6a24dbab2a485e76ca039e327,cb0f8b6745fe7ef31f9c632a99376687,,,,,,,,,,
ルロウセイザン/3[Se],Nomad Seizan/3 [Se],100152,100150,e175bd7f7c7653769b325507a968099d,f40988f6a24dbab2a485e76ca039e327,cb0f8b6745fe7ef31f9c632a99376687,,,,,,,,,,
ルロウセイザン/4[Se],Nomad Seizan/4 [Se],100153,100150,d91566268da679c57d137e6fef783949,f40988f6a24dbab2a485e76ca039e327,cb0f8b6745fe7ef31f9c632a99376687,,,,,,,,,,
ヘインスティルク[Se],Darc Stylk [Se],100160,100160,770e6b9473d8d4cbdceaa5e1da49c1ed,10689cb8e0d3273f968b31028184e6e8,e78700eecb2a40ef5d94531111dd5c17,,,,,c1211982ac1b547053ed1012be982e84,,,,,
ヘインスティルク/2[Se],Darc Stylk/2 [Se],100161,100160,af5b92814076c6d84c5ddb462dbfe2c3,10689cb8e0d3273f968b31028184e6e8,e78700eecb2a40ef5d94531111dd5c17,,,,,,,,,,
ヘインスティルク/3[Se],Darc Stylk/3 [Se],100162,100160,bbace1d7228ca61820827790af72d95e,10689cb8e0d3273f968b31028184e6e8,e78700eecb2a40ef5d94531111dd5c17,,,,,,,,,,
ヘインスティルク/4[Se],Darc Stylk/4 [Se],100163,100160,da71e77128d5bdea1491e7d61987d99e,10689cb8e0d3273f968b31028184e6e8,e78700eecb2a40ef5d94531111dd5c17,,,,,,,,,,
クヴァリスウォルダ[Ba],Kvaris Wardat [Ba],100170,100170,a8bc2a2cb9ff9aa0def3d4a42cab1dd5,8928ddc18819a4b67cc2144d9b33fcfa,39529087249f142236127d1affb81809,,,,,8f1c93b4f9c6073b354484ec1faf3493,,,,,
N-クローズクォーター[Ba],N-Close Quarters [Ba],100180,100180,a995ecf56d356c7c9513ac431237f1df,f591f9c97247e94d5516ee0078f2c01f,f5a855e6c836e2ea84466320ab3db413,,,,,e386d0c6cd94bc6f27cf3d218d801a56,,,,,
N-クローズクォーター/2[Ba],N-Close Quarters/2 [Ba],100181,100180,45112c709a95bed79c3feb52364b9fb5,f591f9c97247e94d5516ee0078f2c01f,f5a855e6c836e2ea84466320ab3db413,,,,,,,,,,
N-クローズクォーター/3[Ba],N-Close Quarters/3 [Ba],100182,100180,1c30244754cb1d87ca8116863dcf5a30,f591f9c97247e94d5516ee0078f2c01f,f5a855e6c836e2ea84466320ab3db413,,,,,,,,,,
N-クローズクォーター/4[Ba],N-Close Quarters/4 [Ba],100183,100180,c3ea62ecd50f9c4f11f9459fba38790f,f591f9c97247e94d5516ee0078f2c01f,f5a855e6c836e2ea84466320ab3db413,,,,,,,,,,
N-カナギセイカイ[Se],N-Divine Priest [Se],100190,100190,ce3f0fc0fa74a81660c91727817a00b5,83ec39dc13554299bc36df6094436cca,67464c9125a208195f3e228593910626,,,,,751cfcc0ddf70b87d9d4b6705793d0bf,,,,,
N-カナギセイカイ/2[Se],N-Divine Priest/2 [Se],100191,100190,174f346065c8fca7a05c20b096aebbfd,83ec39dc13554299bc36df6094436cca,67464c9125a208195f3e228593910626,,,,,,,,,,
N-カナギセイカイ/3[Se],N-Divine Priest/3 [Se],100192,100190,ac97b155c03f63aaafc62e69060bd20b,83ec39dc13554299bc36df6094436cca,67464c9125a208195f3e228593910626,,,,,,,,,,
N-カナギセイカイ/4[Se],N-Divine Priest/4 [Se],100193,100190,177ffc7bc1495b5b6ad5a1435785bf93,83ec39dc13554299bc36df6094436cca,67464c9125a208195f3e228593910626,,,,,,,,,,
バウナスボーア[Se],Bounca Boa [Se],100250,100250,2a08e34dfcc29919595c1944a13fd13d,b46a3417de36069a79ffd6709dfc5f9e,87be17caf202a4049d8e30016e894465,,,,,8fcef01c40dcac33362e489813e558e6,,,,,
バウナスボーア/2[Se],Bounca Boa/2 [Se],100251,100250,de796e2aaa7e4f0aeaa24b87b1b82ed4,b46a3417de36069a79ffd6709dfc5f9e,87be17caf202a4049d8e30016e894465,,,,,,,,,,
アルテヴァトラーヌ[Ba],Arte Vutlerne [Ba],100260,100260,9de723068c1edf4094fc0ea5bdb1659d,d326e1ae436666c02f73df176a12835d,8efa6b78d390c8b8996aa84bf0623518,,,,,c1211982ac1b547053ed1012be982e84,,,,,
アルテヴァトラーヌ/2[Ba],Arte Vutlerne/2 [Ba],100261,100260,e5b7968ef978d8cbade9e962d06630a5,d326e1ae436666c02f73df176a12835d,8efa6b78d390c8b8996aa84bf0623518,,,,,,,,,,
アルテヴァトラーヌ/3[Ba],Arte Vutlerne/3 [Ba],100262,100260,c5d495f9c4bae9c4bfa1862c9075e2b9,d326e1ae436666c02f73df176a12835d,8efa6b78d390c8b8996aa84bf0623518,,,,,,,,,,
アルテヴァトラーヌ/4[Ba],Arte Vutlerne/4 [Ba],100263,100260,fb5bae7c68b1fab55e6b81cc855a96a3,d326e1ae436666c02f73df176a12835d,8efa6b78d390c8b8996aa84bf0623518,,,,,,,,,,
ヴァンアルティメラ[Se],Vent Ultimela[Se],100280,100280,25a96c13cf83ccdd0b7425a5e22cd326,40e628d694562422399dd1bf4da4834e,456db955fc80146e31387a3d087e4678,,,,,8fcef01c40dcac33362e489813e558e6,,,,,
ヴァンアルティメラ/2[Se],Vent Ultimela/2[Se],100281,100280,bbfa862430e621bc3b67d71508bd9b3a,40e628d694562422399dd1bf4da4834e,456db955fc80146e31387a3d087e4678,,,,,,,,,,
￥ガロア①筋骨隆々NPC[Se],,100289,100289,,d16de6496dc9369df231ad2207adde1e,f66785f0ac9716afc4432cf1be07c3c4,,,,,,,,,,
プリテールディーノ[Se],Pritail Deeno [Se],100300,100300,bd649f72b4ed9c1cce9ab042bd37e4c4,ed309d1da9c050efdf9ab4d70c8b0c21,62ca7af125f7c89f7bccd16fe1dfb242,,,,,c1211982ac1b547053ed1012be982e84,,,,,
プリテールディーノ/2[Se],Pritail Deeno/2 [Se],100301,100300,9e4326447d67d59dbc0245c26b71ea16,ed309d1da9c050efdf9ab4d70c8b0c21,62ca7af125f7c89f7bccd16fe1dfb242,,,,,,,,,,
プリテールディーノ/3[Se],Pritail Deeno/3 [Se],100302,100300,331d88c68989f24b2173a4321813de01,ed309d1da9c050efdf9ab4d70c8b0c21,62ca7af125f7c89f7bccd16fe1dfb242,,,,,,,,,,
プリテールディーノ/4[Se],Pritail Deeno/4 [Se],100303,100300,fee033647499d1ae534a3e09cd37781e,ed309d1da9c050efdf9ab4d70c8b0c21,62ca7af125f7c89f7bccd16fe1dfb242,,,,,,,,,,
マールナフィーロ[Ba],Maal Nefaro [Ba],100310,100310,850e8c4f85a1792c771d72a052076416,d6378e3a31b3e33d2ba6f5e65451f1a8,b1b7c8eb799bbf56321b0f41db544e93,,,,,c1211982ac1b547053ed1012be982e84,,,,,
マールナフィーロ/2[Ba],Maal Nefaro/2 [Ba],100311,100310,29f5002cd067ce49d891222dba7ad178,d6378e3a31b3e33d2ba6f5e65451f1a8,b1b7c8eb799bbf56321b0f41db544e93,,,,,,,,,,
￥[NPC]セントラル普段着男[Ba],,100319,100319,,,,,,,,,,,,,
マリューンタウハー[Ba],Marine Taucher [Ba],100320,100320,f39ad08c4ae226a92036598cc4a9d939,3a716bbce28c0301fb8bf0e1fccf3c8a,97b9de59f0a7c09c370b19ed76086167,,,,,751cfcc0ddf70b87d9d4b6705793d0bf,,,,,
マリューンタウハー/2[Ba],Marine Taucher/2 [Ba],100321,100320,b639b8cea5ea0c609ff075f064ec8008,3a716bbce28c0301fb8bf0e1fccf3c8a,97b9de59f0a7c09c370b19ed76086167,,,,,,,,,,
マリューンタウハー/3[Ba],Marine Taucher/3 [Ba],100322,100320,b24fa3ae56911fd0722d9477cea7eff4,3a716bbce28c0301fb8bf0e1fccf3c8a,97b9de59f0a7c09c370b19ed76086167,,,,,,,,,,
マリューンタウハー/4[Ba],Marine Taucher/4 [Ba],100323,100320,714877ff4b70c7590bf2b6d02b822961,3a716bbce28c0301fb8bf0e1fccf3c8a,97b9de59f0a7c09c370b19ed76086167,,,,,,,,,,
サンティスマリーニオ[Se],Santisse Marino [Se],100330,100330,4e322ffa4813b33d0640fd721a6e14ee,1ac5d31805730154eb9de663f7d4e78a,f84acd9e67c313baeb7543241b2f9a97,,,,,c1211982ac1b547053ed1012be982e84,,,,,
サンティスマリーニオ/2[Se],Santisse Marino/2 [Se],100331,100330,a43e74becc634e666b87217cab96f474,1ac5d31805730154eb9de663f7d4e78a,f84acd9e67c313baeb7543241b2f9a97,,,,,,,,,,
サンティスマリーニオ/3[Se],Santisse Marino/3 [Se],100332,100330,651809755e970b577b9ab080e40c202d,1ac5d31805730154eb9de663f7d4e78a,f84acd9e67c313baeb7543241b2f9a97,,,,,,,,,,
サンティスマリーニオ/4[Se],Santisse Marino/4 [Se],100333,100330,27e4f33215719faa37daea217453a7ae,1ac5d31805730154eb9de663f7d4e78a,f84acd9e67c313baeb7543241b2f9a97,,,,,,,,,,
マーレスゼファー[Ba],Merres Sefrau [Ba],100340,100340,bda327124ec2f25703616b3258a7bf39,f2ddc1ea0875761e33416ff476a7e2a8,c04f08a978eec3907fb987c32351d1b0,,,,,e5daa54833296b752cf6de4554eeb8f1,,ec61acc08661d8d474db2103601b213b,,,
マーレスゼファー/2[Ba],Merres Sefrau/2 [Ba],100341,100340,dd96ccc44df40eb31da997bac2161ca4,f2ddc1ea0875761e33416ff476a7e2a8,c04f08a978eec3907fb987c32351d1b0,,,,,,,ec61acc08661d8d474db2103601b213b,,,
マーレスゼファー/3[Ba],Merres Sefrau/3 [Ba],100342,100340,310c40f7127378ef60e2ca6324404324,f2ddc1ea0875761e33416ff476a7e2a8,c04f08a978eec3907fb987c32351d1b0,,,,,,,ec61acc08661d8d474db2103601b213b,,,
マーレスゼファー/4[Ba],Merres Sefrau/4 [Ba],100343,100340,7b2d39da0f893f9575586770cdf0e343,f2ddc1ea0875761e33416ff476a7e2a8,c04f08a978eec3907fb987c32351d1b0,,,,,,,ec61acc08661d8d474db2103601b213b,,,
ヴァルトメンハイト[Ba],Vollkommenheit [Ba],100350,100350,aaeffebadd8b7d284649e0903f4c8294,88c5f324743136b3134939d7201a99b9,63b20e12d1c641d551949884f0b08948,,,,,42283c57187e58faa0911e911a7968d3,,,,,
ヴァルトメンハイト/2[Ba],Vollkommenheit/2 [Ba],100351,100350,2499e4fed242c50074da4180cf98f2cc,88c5f324743136b3134939d7201a99b9,63b20e12d1c641d551949884f0b08948,,,,,,,,,,
ヴァルトメンハイト/3[Ba],Vollkommenheit/3 [Ba],100352,100350,a6cbc326a436da32636341da533291de,88c5f324743136b3134939d7201a99b9,63b20e12d1c641d551949884f0b08948,,,,,,,,,,
ヴァルトメンハイト/4[Ba],Vollkommenheit/4 [Ba],100353,100350,f55fc3f5e12f8ce7496db64f1ae52d16,88c5f324743136b3134939d7201a99b9,63b20e12d1c641d551949884f0b08948,,,,,,,,,,
アリーアラピート[Se],Aria Rapid [Se],100380,100380,26bf6257ca5875bdfeb90b385ae5793c,dc46e807bba4f3ed26ff6282ecb1776c,038e8f43bf7eff4f6013bb2b0e73fdc9,,,,,64b28414fa1a655b067d6fa5b05777f5,,,,,
アリーアラピート/2[Se],Aria Rapid/2 [Se],100381,100380,6c27113867345d8b07aa755fd2b1cbd9,dc46e807bba4f3ed26ff6282ecb1776c,038e8f43bf7eff4f6013bb2b0e73fdc9,,,,,,,,,,
アリーアラピート/3[Se],Aria Rapid/3 [Se],100382,100380,6cb0d5fb8147b0308835ca9e51f281b4,dc46e807bba4f3ed26ff6282ecb1776c,038e8f43bf7eff4f6013bb2b0e73fdc9,,,,,,,,,,
アリーアラピート/4[Se],Aria Rapid/4 [Se],100383,100380,9ed8fa1f63b2f3465a1d36fab28ea3ce,dc46e807bba4f3ed26ff6282ecb1776c,038e8f43bf7eff4f6013bb2b0e73fdc9,,,,,,,,,,
モウショウハドウ[Ba],Guerrier Militant [Ba],100390,100390,25c66e3c7ff1438bb38066dc642f87e2,904442eae05d757970b15b18961eb29d,4dcd5b410a67383ed664b9105bf0936d,,,,,d727b4c40bdaa8902814c7f2d2c2c089,,,,,
モウショウハドウ/2[Ba],Guerrier Militant/2 [Ba],100391,100390,7c09a98a4ec7f33dfd8fb00033683675,904442eae05d757970b15b18961eb29d,4dcd5b410a67383ed664b9105bf0936d,,,,,,,,,,
モウショウハドウ/3[Ba],Guerrier Militant/3 [Ba],100392,100390,d82431498d332965b1714e88d7d9d3e2,904442eae05d757970b15b18961eb29d,4dcd5b410a67383ed664b9105bf0936d,,,,,,,,,,
モウショウハドウ/4[Ba],Guerrier Militant/4 [Ba],100393,100390,ccd5d44b04cf53dcf919b427aa7c890c,904442eae05d757970b15b18961eb29d,4dcd5b410a67383ed664b9105bf0936d,,,,,,,,,,
フォーメルクライド[Se],Formal Clyde [Se],100400,100400,7fa5dcd512fc470b480aeffff65661ff,06291e5a3f68259ec72354dcad1123d1,ce1abcda5f8deccd172f584c55de9570,,,,,c1211982ac1b547053ed1012be982e84,,,,,
フォーメルクライド/2[Se],Formal Clyde/2 [Se],100401,100400,02247e14042b0b62752d43438c3e12ee,06291e5a3f68259ec72354dcad1123d1,ce1abcda5f8deccd172f584c55de9570,,,,,,,,,,
フォーメルクライド/3[Se],Formal Clyde/3 [Se],100402,100400,180f6e66dd7bff368fd1bba3f20ebea2,06291e5a3f68259ec72354dcad1123d1,ce1abcda5f8deccd172f584c55de9570,,,,,,,,,,
フォーメルクライド/4[Se],Formal Clyde/4 [Se],100403,100400,5b1cfde1d038f32e08ac2c8938c9c0b6,06291e5a3f68259ec72354dcad1123d1,ce1abcda5f8deccd172f584c55de9570,,,,,,,,,,
ルーデスヴェール[Ba],Loosse Veil [Ba],100410,100410,a2211f997982659d866b52255645c188,37d3ba3ccb4ffc2d4ad92f6368d9d981,37237a2a09201b850095c9b305fc6b14,,,6448ada6d4c32a36b232881edfc8d1bf,f6d1008924bd350ce667694b4289826a,8fcef01c40dcac33362e489813e558e6,,,,,
ルーデスヴェール/2[Ba],Loosse Veil/2 [Ba],100411,100410,dd069cb96534bc8be74fec5380f13c43,37d3ba3ccb4ffc2d4ad92f6368d9d981,37237a2a09201b850095c9b305fc6b14,,,,,,,,,,
フウガレッカ[Se],Regal Phoenix [Se],100420,100420,7ee5fc0dfb2ae6ad78b4febfd08df553,ee1da808d0afff5434a92903f44d71e4,b66251dd025848637dae8eead2cb9663,,,,,406f6ae547b88ef4eb810c62243fc16e,,,,,
フウガレッカ/2[Se],Regal Phoenix/2 [Se],100421,100420,1cc6618b3c28ee82347090b60d7f8d8f,ee1da808d0afff5434a92903f44d71e4,b66251dd025848637dae8eead2cb9663,,,,,,,,,,
シュテールクリーゲル[Ba],Starr Krieger [Ba],100430,100430,e7e2c3a5e51e1eae06ffb818e5345f6a,c32257ccea3ba0f800a76aaf997b6bc3,93b24f4da4f43b749c97e60eec86297c,,,a81c2c55471e33b41f5a4209df856380,3b359114e31892e6892f7c587fe042fa,0215a6dea63ec81b66a5034cd0f071ee,,,,,
シュテールクリーゲル/2[Ba],Starr Krieger/2 [Ba],100431,100430,d1fd63ad68b042c83b0ea136dea2a06f,c32257ccea3ba0f800a76aaf997b6bc3,93b24f4da4f43b749c97e60eec86297c,,,,,,,,,,
マールサージン[Ba],Maal Sandstorm [Ba],100460,100460,34a0eaa1cc116a08d2596081e933e0dc,4b1312b679745c6c7cacd3055abb6af3,072ebca1a110dde40b831901e3043a49,,,,,cd11cf77827b7d82ce724b933479b11d,,,,,
マールサージン/2[Ba],Maal Sandstorm/2 [Ba],100461,100460,9d535f3a7b79f818cbd607fd8f4f93d5,4b1312b679745c6c7cacd3055abb6af3,072ebca1a110dde40b831901e3043a49,,,,,,,,,,
マールサーリウ[Ba],Maal Sandquick [Ba],100470,100470,5fc285504976e4eb60d1fa547d5203d4,052f7648571ef83d94168b48609bef33,67a8d128cc32a179700976f90890cc03,,,6b1aee531ec30c1d85b6f14222603bb1,ee17117298790a39e788d2ef9c84931f,751cfcc0ddf70b87d9d4b6705793d0bf,,,,,
リテムウォルダ[Ba],Retem Wardat [Ba],100480,100480,2fdbc70a507544c81e150caa220b5239,80bfb19629e445f1fb2bd04e12ea01a5,e929b370a947524c03dfe632570794d7,,,,,e386d0c6cd94bc6f27cf3d218d801a56,,,,,
リテムウォルダ/2[Ba],Retem Wardat/2 [Ba],100481,100480,c382e94e036cfaf99eb9c1cacc54edfc,80bfb19629e445f1fb2bd04e12ea01a5,e929b370a947524c03dfe632570794d7,,,,,,,,,,
カリギナフーシエ[Se],Karigina Hu-Xian [Se],100500,100500,04b9c9c55dee4dcd27af362807aeff3d,1420ed1659eca5ae0d021cdb8c707135,4912752fa5ff7372e911eb1f6cdbed61,,,5fe8fccc5aded7d3944d80a8921f8c8c,0ee81bdae8a1128bb4f778d956d1fd58,751cfcc0ddf70b87d9d4b6705793d0bf,,,,,
カリギナフーシエ/2[Se],Karigina Hu-Xian/2 [Se],100501,100500,50dc982f3bf8761d7bd4122fb5978307,1420ed1659eca5ae0d021cdb8c707135,4912752fa5ff7372e911eb1f6cdbed61,,,,,,,,,,
カリギナフーシエ/3[Se],Karigina Hu-Xian/3 [Se],100502,100500,092630f6312dd86d2256d873944b616e,1420ed1659eca5ae0d021cdb8c707135,4912752fa5ff7372e911eb1f6cdbed61,,,,,,,,,,
カリギナフーシエ/4[Se],Karigina Hu-Xian/4 [Se],100503,100500,0d9ed665cdce799472d9ceb85107b83e,1420ed1659eca5ae0d021cdb8c707135,4912752fa5ff7372e911eb1f6cdbed61,,,,,,,,,,
ディシプルフォーマ[Se],Discipli Forma [Se],100510,100510,7b0dbbbaaaa2affb6995db168587483c,76182c178d74c5368cceedfc783a8b4b,04f1355cc03418f6dbbe879e628c6e13,,,,,c1211982ac1b547053ed1012be982e84,,,,,
ディシプルフォーマ/2[Se],Discipli Forma/2 [Se],100511,100510,04b9211fd0875e2388e5526082020d0e,76182c178d74c5368cceedfc783a8b4b,04f1355cc03418f6dbbe879e628c6e13,,,,,,,,,,
ローグズワール[Se],Rogue Zwaar [Se],100520,100520,74c0bbfc57be9f511c37a28859f5eea5,ffb50cd7b0b87bbe2646895fe6a5ce57,a5be8c850c453dcbe672fca35ebd6c69,,,84e34b0ded2f7601a21bf4f89d5b4c7e,262afa7f2c5e4a68cc8ecc2decdaab2e,02702314f3a0ef0861eb6188cfe23e9e,,,,,
ローグズワール/2[Se],Rogue Zwaar/2 [Se],100521,100520,513bc5e1917ad9d7699d495c9cb4daf0,ffb50cd7b0b87bbe2646895fe6a5ce57,a5be8c850c453dcbe672fca35ebd6c69,,,,,,,,,,
ローグズワール/3[Se],Rogue Zwaar/3 [Se],100522,100520,b4a1c982b2449538dfacdf8c0bc5315e,ffb50cd7b0b87bbe2646895fe6a5ce57,a5be8c850c453dcbe672fca35ebd6c69,,,,,,,,,,
ローグズワール/4[Se],Rogue Zwaar/4 [Se],100523,100520,a3512125b19ffd91adde71b029709802,ffb50cd7b0b87bbe2646895fe6a5ce57,a5be8c850c453dcbe672fca35ebd6c69,,,,,,,,,,
アールミューコート[Se],Armure Coat [Se],100530,100530,47d1901d78de4aed8e3508b3f14e0bb3,4e9731144e016a85d56e73bf34c2292d,7bb35fd73177a1a165871943285fc92d,,,,,c1211982ac1b547053ed1012be982e84,,,,,
